n	id	author_disp	title_disp	author_refs	title	subtitle	suptitle1	suptitle2	byline	editor	date_from	date_to	date_display	place	monograph	volnum	pages	text_type	modernism	visual	lang_type	nstd_level	foreign_lang	foreign_level	note	
422	maj68-0786	Marko Švabić (1949)	Čerbaba (1968) [maj68]	#ŠvabićMarko	Čerbaba						1968-11-04		4. november 1968	Ljubljana	Tribuna	XVII/3	8	proza	visoka	odsotna	splošni pogovorni jezik	srednja	srbohrvaščina	nizka	
423	maj68-0787	Franci Zagoričnik (1933)	Lubijeva moribana (1968) [maj68]	#ZagoričnikFranci	Lubijeva moribana						1968-11-04		4. november 1968	Ljubljana	Tribuna	XVII/3	8, 9	proza	visoka	odsotna	splošni pogovorni jezik	nizka		odsotna	V izvirniku je naslov zapisan v minuskuli.
424	maj68-0788	Matjaž Hanžek (1949)	[Brez naslova] (1968) [maj68]	#HanžekMatjaž							1968-11-04		4. november 1968	Ljubljana	Tribuna	XVII/3	10	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
425	maj68-1534	Matjaž Hanžek (1949)	[Brez naslova] (1968) [maj68]	#HanžekMatjaž							1968-11-04		4. november 1968	Ljubljana	Tribuna	XVII/3	10	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
426	maj68-0789	Milan Jesih (1950)	[Brez naslova] (1968) [maj68]	#JesihMilan							1968-11-04		4. november 1968	Ljubljana	Tribuna	XVII/3	10	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
427	maj68-0790	Igor Malahovsky (1945)	Iz secirnice (1968) [maj68]	#MalahovskyIgor	Iz secirnice						1968-11-04		4. november 1968	Ljubljana	Tribuna	XVII/3	10	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
428	maj68-0791	Niko Župan	Kvadrant (1968) [maj68]	#ŽupanNiko	Kvadrant						1968-11-04		4. november 1968	Ljubljana	Tribuna	XVII/3	10	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
429	maj68-1535	Niko Župan	Prihajanje 2 (1968) [maj68]	#ŽupanNiko	Prihajanje 2						1968-11-04		4. november 1968	Ljubljana	Tribuna	XVII/3	10	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
430	maj68-0800	Rado Radešček (1946)	Nazdar planinski dolini (1968) [maj68]	#RadeščekRado	Nazdar planinski dolini						1968-11-20		20. november 1968	Ljubljana	Tribuna	XVII/4	12, 21	poezija	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Pesmi čez dve strani, zasukani za 90 stopinj glede na ostale strani v časopisu. Opremljeno v domačijskem slogu. Natisnjeni datum je 20. VI. 1968. VI. je prečrtan in ročno je zgoraj napisano XI.
431	maj68-0804	Aleksander Zorn (1947)	Projekt Mici:: [Brez naslova] (1968) [maj68]	#ZornAleksander				Projekt Mici			1968-11-20		20. november 1968	Ljubljana	Tribuna	XVII/4	14	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Natisnjeni datum je 20. VI. 1968. VI. je prečrtan in ročno je zgoraj napisano XI.
432	maj68-0805	Tomaž Šalamun (1941)	Projekt Mici:: Dokumentacija (1968) [maj68]	#ŠalamunTomaž	Dokumentacija			Projekt Mici			1968-11-20		20. november 1968	Ljubljana	Tribuna	XVII/4	15	proza	srednja	odsotna	knjižni jezik	odsotna	angleščina	nizka	"V sklopu ""projekta Mici"". Natisnjeni datum je 20. VI. 1968. VI. je prečrtan in ročno je zgoraj napisano XI."
433	maj68-0806	Dimitrij Rupel (1946)	Projekt Mici:: Docentov pogled na Circuit lettre (1968) [maj68]	#RupelDimitrij	Docentov pogled na Circuit lettre			Projekt Mici			1968-11-20		20. november 1968	Ljubljana	Tribuna	XVII/4	16	proza	srednja	odsotna	splošni pogovorni jezik	srednja	francoščina;srbohrvaščina	nizka	"V sklopu ""projekta Mici"". Natisnjeni datum je 20. VI. 1968. VI. je prečrtan in ročno je zgoraj napisano XI."
434	maj68-0807	Tomaž Šalamun (1941)	Projekt Mici:: Za projekt Mici / Kdo je kdo: 1–2, Kaj je kaj: 1–2, Od kod Mizzi misel, da je Tomaž Šalamun nag in proletarec, Top lestvica genijev, Upam hitro (1968) [maj68]	#ŠalamunTomaž	Za projekt Mici	Kdo je kdo: 1–2, Kaj je kaj: 1–2, Od kod Mizzi misel, da je Tomaž Šalamun nag in proletarec, Top lestvica genijev, Upam hitro		Projekt Mici			1968-11-20		20. november 1968	Ljubljana	Tribuna	XVII/4	17	poezija	srednja	odsotna	splošni pogovorni jezik	srednja		odsotna	Na sredini med 16. in 17. stranjo so ilustraciji in navpično postavljena sklanjatev Mici. Natisnjeni datum je 20. VI. 1968. VI. je prečrtan in ročno je zgoraj napisano XI.
435	maj68-0808	Rudi Šeligo (1935)	Projekt Mici:: Fu lar din (1968) [maj68]	#ŠeligoRudi	Fu lar din			Projekt Mici			1968-11-20		20. november 1968	Ljubljana	Tribuna	XVII/4	18	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	V izvirniku naslov zapisan v verzalkah. Natisnjeni datum je 20. VI. 1968. VI. je prečrtan in ročno je zgoraj napisano XI.
436	maj68-0809	Franci Zagoričnik (1933)	Projekt Mici:: Plastic city (1968) [maj68]	#ZagoričnikFranci	Plastic city			Projekt Mici			1968-11-20		20. november 1968	Ljubljana	Tribuna	XVII/4	19	proza	odsotna	odsotna	splošni pogovorni jezik	nizka		odsotna	Natisnjeni datum je 20. VI. 1968. VI. je prečrtan in ročno je zgoraj napisano XI.
437	maj68-0811	Andrej Medved (1947)	Projekt Mici:: "Projekt ""Mici"" (1.) ali raz-pornost mišljenja (2.)" (1968) [maj68]	#MedvedAndrej	"Projekt ""Mici"" (1.) ali raz-pornost mišljenja (2.)"			Projekt Mici			1968-11-20		20. november 1968	Ljubljana	Tribuna	XVII/4	20, 22	hibrid	visoka	srednja	knjižni jezik	odsotna	francoščina;španščina;nemščina	visoka	Natisnjeni datum je 20. VI. 1968. VI. je prečrtan in ročno je zgoraj napisano XI.
438	maj68-0837	Dimitrij Rupel (1946)	Ivan Cankar:: Kantorjeva prerokba (1968) [maj68]	#RupelDimitrij	Kantorjeva prerokba			Ivan Cankar			1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	14	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
439	maj68-0838	Marko Švabić (1949)	Ivan Cankar:: Hlebec (1968) [maj68]	#ŠvabićMarko	Hlebec			Ivan Cankar	m. š.		1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	15	proza	visoka	nizka	knjižni jezik	odsotna		odsotna	V prozno besedilo je vstavljena pesem.
440	maj68-0839	Ivan Cankar (1876)	Ivan Cankar:: Ivan C. (1968) [maj68]	#CankarIvan	Ivan C.			Ivan Cankar			1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	16	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Odlomki iz Cankarjevih del.
441	maj68-0841	Pavel Lužan (1946)	Kranj:: Prostor luči (1968) [maj68]	#LužanPavel	Prostor luči			Kranj			1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	20	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
442	maj68-0842	Milan Pečnik	Kranj:: Žalostinka (1968) [maj68]	#PečnikMilan	Žalostinka			Kranj			1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	20	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
443	maj68-0843	Milan Pečnik	Kranj:: Samoodpoved (1968) [maj68]	#PečnikMilan	Samoodpoved			Kranj			1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	20	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
444	maj68-0844	Marijan Murovec	Kranj:: Ljubezenske pesmi: 3 (1968) [maj68]	#MurovecMarijan	3		Ljubezenske pesmi	Kranj			1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	20	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
445	maj68-1448	Marijan Murovec	Kranj:: Ljubezenske pesmi: 4 (1968) [maj68]	#MurovecMarijan	4		Ljubezenske pesmi	Kranj			1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	20	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
446	maj68-1449	Marijan Murovec	Kranj:: Ljubezenske pesmi: 5 (1968) [maj68]	#MurovecMarijan	5		Ljubezenske pesmi	Kranj			1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	20	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
447	maj68-1450	Marijan Murovec	Kranj:: Ljubezenske pesmi: 6 (1968) [maj68]	#MurovecMarijan	6		Ljubezenske pesmi	Kranj			1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	20	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
448	maj68-0845	Marijan Štancar (1941)	Kranj:: Ne svojega psa v meni (1968) [maj68]	#ŠtancarMarijan	Ne svojega psa v meni			Kranj			1968-12-04		4. december 1968	Ljubljana	Tribuna	XVIII/5	20	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
449	maj68-0847	Ervin Fritz (1940)	Nekaj političnih pesmi za Marijo: 1 (1968) [maj68]	#FritzErvin	1		Nekaj političnih pesmi za Marijo				1968-01		januar 1968	Ljubljana	Problemi	VI/61	1–3	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	Pred 1. stranjo je vsebina prvega polletja letnika VI, 1968 po zvrsteh.
450	maj68-1451	Ervin Fritz (1940)	Nekaj političnih pesmi za Marijo: 2 (1968) [maj68]	#FritzErvin	2		Nekaj političnih pesmi za Marijo				1968-01		januar 1968	Ljubljana	Problemi	VI/61	1–3	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	Pred 1. stranjo je vsebina prvega polletja letnika VI, 1968 po zvrsteh.
451	maj68-1452	Ervin Fritz (1940)	Nekaj političnih pesmi za Marijo: 3 (1968) [maj68]	#FritzErvin	3		Nekaj političnih pesmi za Marijo				1968-01		januar 1968	Ljubljana	Problemi	VI/61	1–3	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	Pred 1. stranjo je vsebina prvega polletja letnika VI, 1968 po zvrsteh.
452	maj68-1453	Ervin Fritz (1940)	Nekaj političnih pesmi za Marijo: 4 (1968) [maj68]	#FritzErvin	4		Nekaj političnih pesmi za Marijo				1968-01		januar 1968	Ljubljana	Problemi	VI/61	1–3	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	Pred 1. stranjo je vsebina prvega polletja letnika VI, 1968 po zvrsteh.
453	maj68-1454	Ervin Fritz (1940)	Nekaj političnih pesmi za Marijo: 5 (1968) [maj68]	#FritzErvin	5		Nekaj političnih pesmi za Marijo				1968-01		januar 1968	Ljubljana	Problemi	VI/61	1–3	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	Pred 1. stranjo je vsebina prvega polletja letnika VI, 1968 po zvrsteh.
454	maj68-0848	Saša Vegri (1934)	Ti in jaz ali kako se temu reče / Konstelacija: 2/1966 (1968) [maj68]	#VegriSaša	Ti in jaz ali kako se temu reče	Konstelacija: 2/1966					1968-01		januar 1968	Ljubljana	Problemi	VI/61	4–6	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
455	maj68-0849	Tomaž Šalamun (1941)	Korist / I-IX (1968) [maj68]	#ŠalamunTomaž	Korist	I-IX					1968-01		januar 1968	Ljubljana	Problemi	VI/61	7–9	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
456	maj68-0850	Andrej Brvar (1945)	Slike: Romeo in Julija (1968) [maj68]	#BrvarAndrej	Romeo in Julija		Slike				1968-01		januar 1968	Ljubljana	Problemi	VI/61	10–11	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
457	maj68-0851	Andrej Brvar (1945)	Slike: Elvira (1968) [maj68]	#BrvarAndrej	Elvira		Slike				1968-01		januar 1968	Ljubljana	Problemi	VI/61	11	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
458	maj68-0852	Andrej Brvar (1945)	Slike: Trikrat o koncu (1968) [maj68]	#BrvarAndrej	Trikrat o koncu		Slike				1968-01		januar 1968	Ljubljana	Problemi	VI/61	12	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
459	maj68-0853	Andrej Brvar (1945)	Slike: Dedu (1968) [maj68]	#BrvarAndrej	Dedu		Slike				1968-01		januar 1968	Ljubljana	Problemi	VI/61	12–14	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
460	maj68-0854	Iztok Geister (1945)	Muha (1968) [maj68]	#GeisterIztok	Muha				i. g. plamen		1968-01		januar 1968	Ljubljana	Problemi	VI/61	15–16	poezija	srednja	odsotna	knjižni jezik	odsotna	latinščina	nizka	
461	maj68-0855	Milan Markelj (1946)	Pesek na obali (1968) [maj68]	#MarkeljMilan	Pesek na obali						1968-01		januar 1968	Ljubljana	Problemi	VI/61	17–31	proza	srednja	odsotna	splošni pogovorni jezik	nizka	angleščina	nizka	
462	maj68-0856	Milan Markelj (1946)	Gospod sodni svetnik (1968) [maj68]	#MarkeljMilan	Gospod sodni svetnik						1968-01		januar 1968	Ljubljana	Problemi	VI/61	32–33	proza	odsotna	odsotna	splošni pogovorni jezik	nizka		odsotna	
463	maj68-0862	Veno Taufer (1933)	Krst / 1. Slap, 2. Bogomila, 3. Duhovni, 4. Črtomir, 5. Jezero (1968) [maj68]	#TauferVeno	Krst	1. Slap, 2. Bogomila, 3. Duhovni, 4. Črtomir, 5. Jezero					1968-02		februar 1968	Ljubljana	Problemi	VI/62	145–148	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	Cikel 5 pesmi.
464	maj68-0863	Nada Gaborovič (1924)	Križanci (1968) [maj68]	#GaborovičNada	Križanci						1968-02		februar 1968	Ljubljana	Problemi	VI/62	149–155	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
465	maj68-0864	Franci Zagoričnik (1933)	Rdeči val (1968) [maj68]	#ZagoričnikFranci	Rdeči val						1968-02		februar 1968	Ljubljana	Problemi	VI/62	157–159	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
466	maj68-0865	Franci Zagoričnik (1933)	Zoološka ura / Carl Sandburg (1968) [maj68]	#ZagoričnikFranci	Zoološka ura	Carl Sandburg					1968-02		februar 1968	Ljubljana	Problemi	VI/62	159–161	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Pesem F. Zagoričnika, posvečena Carlu Augustu Sandburgu (1878-1967, ZDA) ali prevod? Prevajalec ni naveden.
467	maj68-0866	Jože Olaj (1939)	Poeida:: Razpad: 1 (1968) [maj68]	#OlajJože	1		Razpad	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	162–166	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
468	maj68-1455	Jože Olaj (1939)	Poeida:: Razpad: 2 (1968) [maj68]	#OlajJože	2		Razpad	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	162–166	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
469	maj68-1456	Jože Olaj (1939)	Poeida:: Razpad: 3 (1968) [maj68]	#OlajJože	3		Razpad	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	162–166	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
470	maj68-1457	Jože Olaj (1939)	Poeida:: Razpad: 4 (1968) [maj68]	#OlajJože	4		Razpad	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	162–166	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
471	maj68-1458	Jože Olaj (1939)	Poeida:: Razpad: 5 (1968) [maj68]	#OlajJože	5		Razpad	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	162–166	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
472	maj68-1459	Jože Olaj (1939)	Poeida:: Razpad: 6 (1968) [maj68]	#OlajJože	6		Razpad	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	162–166	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
473	maj68-1460	Jože Olaj (1939)	Poeida:: Razpad: 7 (1968) [maj68]	#OlajJože	7		Razpad	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	162–166	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
474	maj68-0867	Jože Olaj (1939)	Poeida:: Drugo obleganje: 1 (1968) [maj68]	#OlajJože	1		Drugo obleganje	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	166–171	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
475	maj68-1461	Jože Olaj (1939)	Poeida:: Drugo obleganje: 2 (1968) [maj68]	#OlajJože	2		Drugo obleganje	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	166–171	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
476	maj68-1462	Jože Olaj (1939)	Poeida:: Drugo obleganje: 3 (1968) [maj68]	#OlajJože	3		Drugo obleganje	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	166–171	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
477	maj68-1463	Jože Olaj (1939)	Poeida:: Drugo obleganje: 4 (1968) [maj68]	#OlajJože	4		Drugo obleganje	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	166–171	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
478	maj68-1464	Jože Olaj (1939)	Poeida:: Drugo obleganje: 5 (1968) [maj68]	#OlajJože	5		Drugo obleganje	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	166–171	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
479	maj68-1465	Jože Olaj (1939)	Poeida:: Drugo obleganje: 6 (1968) [maj68]	#OlajJože	6		Drugo obleganje	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	166–171	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
480	maj68-1466	Jože Olaj (1939)	Poeida:: Drugo obleganje: 7 (1968) [maj68]	#OlajJože	7		Drugo obleganje	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	166–171	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
481	maj68-0868	Jože Olaj (1939)	Poeida:: Tišina: 1 (1968) [maj68]	#OlajJože	1		Tišina	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	172–173	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
482	maj68-1467	Jože Olaj (1939)	Poeida:: Tišina: 2 (1968) [maj68]	#OlajJože	2		Tišina	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	172–173	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
483	maj68-1468	Jože Olaj (1939)	Poeida:: Tišina: 3 (1968) [maj68]	#OlajJože	3		Tišina	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	172–173	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
484	maj68-1469	Jože Olaj (1939)	Poeida:: Tišina: 4 (1968) [maj68]	#OlajJože	4		Tišina	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	172–173	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
485	maj68-1470	Jože Olaj (1939)	Poeida:: Tišina: 5 (1968) [maj68]	#OlajJože	5		Tišina	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	172–173	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
486	maj68-1471	Jože Olaj (1939)	Poeida:: Tišina: 6 (1968) [maj68]	#OlajJože	6		Tišina	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	172–173	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
487	maj68-1472	Jože Olaj (1939)	Poeida:: Tišina: 7 (1968) [maj68]	#OlajJože	7		Tišina	Poeida			1968-02		februar 1968	Ljubljana	Problemi	VI/62	172–173	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
488	maj68-0869	Danilo Čelofiga	Pesmi:: Mali moj: 1 (1968) [maj68]	#ČelofigaDanilo	1		Mali moj	Pesmi			1968-02		februar 1968	Ljubljana	Problemi	VI/62	174–176	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
489	maj68-1473	Danilo Čelofiga	Pesmi:: Mali moj: 2 (1968) [maj68]	#ČelofigaDanilo	2		Mali moj	Pesmi			1968-02		februar 1968	Ljubljana	Problemi	VI/62	174–176	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
490	maj68-1474	Danilo Čelofiga	Pesmi:: Mali moj: 3 (1968) [maj68]	#ČelofigaDanilo	3		Mali moj	Pesmi			1968-02		februar 1968	Ljubljana	Problemi	VI/62	174–176	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
491	maj68-1475	Danilo Čelofiga	Pesmi:: Mali moj: 4 (1968) [maj68]	#ČelofigaDanilo	4		Mali moj	Pesmi			1968-02		februar 1968	Ljubljana	Problemi	VI/62	174–176	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
492	maj68-1476	Danilo Čelofiga	Pesmi:: Mali moj: 5 (1968) [maj68]	#ČelofigaDanilo	5		Mali moj	Pesmi			1968-02		februar 1968	Ljubljana	Problemi	VI/62	174–176	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
493	maj68-1477	Danilo Čelofiga	Pesmi:: Mali moj: 6 (1968) [maj68]	#ČelofigaDanilo	6		Mali moj	Pesmi			1968-02		februar 1968	Ljubljana	Problemi	VI/62	174–176	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
494	maj68-1478	Danilo Čelofiga	Pesmi:: Mali moj: 7 (1968) [maj68]	#ČelofigaDanilo	7		Mali moj	Pesmi			1968-02		februar 1968	Ljubljana	Problemi	VI/62	174–176	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
495	maj68-0870	Danilo Čelofiga	Pesmi: Puščava (1968) [maj68]	#ČelofigaDanilo	Puščava		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	177	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
496	maj68-0871	Danilo Čelofiga	Pesmi: Črne starke (1968) [maj68]	#ČelofigaDanilo	Črne starke		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	177	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
497	maj68-0872	Milan Pečnik	Pesmi: Prva oblika – človek (1968) [maj68]	#PečnikMilan	Prva oblika – človek		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	178–179	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
498	maj68-0873	Milan Pečnik	Pesmi: Roke ki so osamljeno štrlele kvišku (1968) [maj68]	#PečnikMilan	Roke ki so osamljeno štrlele kvišku		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	179–180	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
499	maj68-0874	Uroš Kalčič (1951)	Pesmi: Pesem (1968) [maj68]	#KalčičUroš	Pesem		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	181	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslov v minuskuli.
500	maj68-0875	Uroš Kalčič (1951)	Pesmi: Črn dan (1968) [maj68]	#KalčičUroš	Črn dan		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	181	poezija	srednja	srednja	knjižni jezik	odsotna		odsotna	Naslov v minuskuli.
501	maj68-0876	Uroš Kalčič (1951)	Pesmi: Pesem 3 (1968) [maj68]	#KalčičUroš	Pesem 3		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	181–182	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslov v minuskuli.
502	maj68-0877	Uroš Kalčič (1951)	Pesmi: Pesem 4 (1968) [maj68]	#KalčičUroš	Pesem 4		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	182	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslov v minuskuli.
503	maj68-0878	Uroš Kalčič (1951)	Pesmi: Pesem 2 (1968) [maj68]	#KalčičUroš	Pesem 2		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	182	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslov v minuskuli.
504	maj68-0879	Uroš Kalčič (1951)	Pesmi: Resnični dogodek (1968) [maj68]	#KalčičUroš	Resnični dogodek		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	182–183	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslov v minuskuli.
505	maj68-0880	Uroš Kalčič (1951)	Pesmi: Medeni tedni (1968) [maj68]	#KalčičUroš	Medeni tedni		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	183	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	Naslov v minuskuli.
506	maj68-0881	Uroš Kalčič (1951)	Pesmi: Moj oče (1968) [maj68]	#KalčičUroš	Moj oče		Pesmi				1968-02		februar 1968	Ljubljana	Problemi	VI/62	183	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	Naslov v minuskuli.
507	maj68-0882	Andrej Medved (1947)	Upognjenost jutra (1968) [maj68]	#MedvedAndrej	Upognjenost jutra						1968-02		februar 1968	Ljubljana	Problemi	VI/62	184–185	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
508	maj68-0896	Dušan Jovanović (1939)	Norci / Zgodovinska igra 63 (1968) [maj68]	#JovanovićDušan	Norci	Zgodovinska igra 63					1968-03	1968-04	marec–april 1968	Ljubljana	Problemi	VI/63–4	313–353	drama	srednja	nizka	splošni pogovorni jezik	nizka	angleščina	nizka	V treh dejanjih.
